K5F3.PV;K0P125.PV;K5Q2_2.PV;K5FCV4_2I.PV;K5P6.PV;K5PCV6I.PV;K5PCV17_1I.PV;K5P17_1.PV;K5PCV17_2I.PV;K5P17_2.PV;K5T20.PV;K5P110.PV;K5PCV4I.PV;K5T12.PV;K5P13.PV;K5HCV60I.PV;K5P16_1.PV;K5GKAL.PV;K5HCV61I.PV;K5P16_2.PV;K5FCV4_1I.PV;K5Q2_1.PV;K5P4_1.PV;K5PC5CH.OP;K5PCV5I.PV;K5T4.PV;K5P21.PV;K5T18_2.PV;K5T7.PV;K5P19_2.PV;K5P19_1.PV;K5PC6CH.OP;K5HCV63I.PV;K5T9_1.PV;K5T9_2.PV;K5T8_1.PV;K5T8_2.PV;K5T8_3.PV;K5PCV6I.PV;K5T10_1.PV;K5T10_2.PV;K5P18_1.PV;K5P18_2.PV;K5P23.PV;K5P24.PV;K5P20.PV;K5T5_1.PV;K5T5_2.PV;K5T18_1.PV;K5T8_4.PV;K5T8_5.PV;K5T8_6.PV
2224.984;67.75777;429.5451;5.785038;0.8898735;95.37202;70.91728;6.284506;98.32303;6.111582;-6.144787;65.25145;30.57501;154.2957;4.007082;97.86012;0.5850574;15.91951;97.9547;0.6744131;10.39379;435.4677;11.99957;33.82248;96.29845;117.3095;-306.5065;79.88044;45.11267;-266.4357;-315.3767;46.07376;97.03156;25.57625;24.16317;55.60814;64.8192;106.8612;95.37202;93.02364;94.64364;-68.36237;-72.82137;0.6760803;0.762948;-813.8314;577.3361;677.6287;217.0504;99.67205;103.9851;149.5606
2224;67.664;416.3529;5.804193;0.8898709;95.40088;70.93951;6.280662;98.3382;6.110075;-5.308295;65.10488;30.58668;154.4094;4.00811;97.86271;0.5847363;15.9209;97.9491;0.6746255;10.37454;422.1498;11.99786;33.68279;96.3006;117.5042;-306.2505;80.50156;45.40194;-266.542;-315.2074;45.99469;97.11098;25.84892;24.93768;55.67659;65.30885;107.0553;95.40088;93.35352;94.83636;-68.59245;-72.98264;0.6752848;0.7642158;-813.7296;577.7311;677.8435;217.0065;99.94418;104.186;149.6711
2220.866;68.48891;391.2031;10.25608;0.8512664;94.96208;70.6988;6.181425;98.51627;6.025683;-9.312399;66.01852;30.28495;147.6763;4.000641;98.83626;0.5561863;16.03117;97.97829;0.6465138;10.54465;453.5168;11.81407;31.99164;96.66527;110.1487;-305.1492;77.24636;37.0692;-267.2354;-315.9189;44.13393;96.80139;18.6607;17.87311;47.74717;58.40214;101.4978;94.96208;75.0772;89.49003;-64.06824;-72.4995;0.6516719;0.7295697;-816.5999;576.1672;677.77;214.2482;92.92376;98.29442;144.8468
2219.692;68.9304;416.7405;10.12812;0.871911;94.93235;70.53325;6.114278;98.35094;5.953532;-14.45294;66.39844;29.89616;148.0984;3.996593;98.83247;0.5659921;16.02819;98.04272;0.663139;10.44313;441.8423;11.66558;32.11076;96.26775;110.4979;-310.5583;79.52145;37.77346;-263.2335;-312.5003;44.92787;96.13561;20.13576;20.61201;46.56885;57.82109;101.2847;94.93235;70.68388;90.26237;-65.81863;-73.90153;0.6764353;0.7485657;-814.0372;580.2913;679.4576;214.0929;93.26229;98.59125;144.9311
2208.733;68.52765;264.3327;9.942288;0.8817543;95.639;70.81142;6.166122;98.47167;5.997647;-8.607488;65.64914;30.33545;149.211;4.012344;99.02117;0.5771569;15.83145;98.06599;0.6680769;15.48194;1168.711;11.77826;33.39332;96.85043;111.913;-314.1233;79.10992;40.66955;-264.0493;-313.9809;45.67082;97.36178;21.82398;21.60457;51.08363;60.87175;103.0717;95.639;68.05637;91.99626;-67.95197;-73.8697;0.6762037;0.7582414;-812.5995;579.0649;677.1272;213.1518;95.36046;99.94947;145.7436
2199.332;67.74435;429.8072;5.7393;0.8918725;95.43544;70.92381;6.158919;98.32911;5.98585;-5.852318;65.29995;30.24693;154.34;4.002937;97.86541;0.5856404;15.73002;97.97929;0.6749097;10.47285;438.917;11.77424;33.93472;96.33175;117.2373;-307.0591;79.70918;45.14201;-266.7369;-315.1614;46.16918;97.05152;25.54883;24.54847;55.27406;64.66988;106.7823;95.43544;93.01054;94.44852;-67.94777;-72.7794;0.6759943;0.7629084;-813.9371;574.485;674.8057;217.3082;99.69399;104.0516;149.6763
2193.885;68.01682;389.854;5.760567;0.8968694;95.01558;71.06522;6.061024;98.4805;5.885575;-9.00075;65.43452;30.11079;152.103;4.012361;97.81992;0.592972;15.66813;98.0183;0.6783535;10.33414;390.9055;11.58139;33.40635;96.34379;116.6491;-311.1701;74.47251;42.07484;-265.9705;-315.7849;45.72509;96.49602;21.96208;22.38169;53.43688;62.10903;103.9402;95.01558;62.82083;92.05281;-69.09127;-72.6721;0.6796317;0.7680829;-811.5377;576.4626;675.0196;216.3869;97.28181;101.9195;147.903
2192.958;67.66507;371.3847;5.782653;0.8781226;95.38406;70.96461;6.115584;98.35878;5.950125;-3.936188;65.19658;30.22802;154.2773;4.007326;97.86667;0.57669;15.74201;97.95896;0.665937;10.37674;375.0227;11.70448;32.90705;96.27695;117.205;-302.634;80.10125;45.29783;-267.7749;-316.0378;45.42057;97.09579;25.88061;24.84278;55.03112;65.15824;107.1731;95.38406;93.61079;94.61106;-67.48932;-72.32182;0.6667501;0.7537888;-815.4399;576.3058;674.607;217.001;99.8765;104.1379;149.6594
2185.87;68.0402;395.3076;5.757695;0.8800293;95.03896;71.05513;6.009643;98.47778;5.844872;-8.564935;65.51779;29.99833;151.936;4.011943;97.82121;0.5828779;15.65155;97.98785;0.6673707;10.3509;396.4726;11.49951;32.72235;96.31584;116.5236;-306.3342;74.17235;42.17268;-267.1313;-316.2032;45.09465;96.49293;22.39338;22.55848;52.68509;61.75222;104.0848;95.03896;69.8777;91.81023;-68.82743;-72.40848;0.6671581;0.7542275;-813.5749;577.2021;674.0147;215.921;96.88065;101.5481;147.5403
2157.921;68.58978;410.1823;9.907944;0.8208157;95.35073;70.50857;5.764545;98.28914;5.617098;-15.10893;65.88388;29.2981;146.5723;4.012088;99.01534;0.5276437;15.59188;98.08389;0.6250886;10.57255;427.466;11.02323;30.27296;96.28835;109.214;-298.5134;81.49049;38.29659;-266.3538;-314.93;43.43182;96.62163;21.3584;22.15012;46.81438;59.17637;101.2832;95.35073;68.3828;90.74348;-64.85281;-72.93554;0.6393856;0.7064599;-819.9294;576.7737;671.7205;211.0809;93.39013;97.90876;143.7918
2154.72;68.59654;258.2664;9.836434;0.8157939;94.91656;70.37735;5.756649;98.229;5.604964;-16.81716;65.79683;29.28479;145.6774;4.017959;98.99532;0.5234295;15.50153;98.08949;0.6216982;17.39812;1103.984;10.99798;30.24927;96.23548;108.3758;-299.2262;80.49529;36.9749;-265.7083;-314.7929;43.61284;96.32012;20.55966;21.77401;45.81232;58.17948;100.7338;94.91656;67.98415;90.50634;-64.52203;-73.26161;0.6387002;0.702172;-819.8497;575.9326;671.4623;210.6817;91.89983;96.42628;142.6755
2150.045;68.17076;400.5339;5.63305;0.8502773;95.13705;70.8801;5.881432;98.3904;5.71513;-6.901071;65.65478;29.64603;150.2646;3.993845;97.85553;0.5550653;15.43543;97.90804;0.6440237;10.3269;408.8463;11.25138;32.17711;95.88239;115.3848;-298.4653;79.89172;43.479;-269.8396;-317.392;44.6694;96.82732;24.80156;22.96739;52.4422;63.00153;105.1575;95.13705;90.90981;93.0257;-66.26517;-72.09827;0.6460157;0.7283043;-818.4977;571.8922;669.0017;214.2885;97.87888;102.1538;147.844
2148.135;68.57291;272.249;9.858437;0.8201611;95.19924;70.47898;5.75443;98.28563;5.603925;-13.90745;65.78702;29.18897;146.2893;4.011828;99.01273;0.5271454;15.46403;98.09221;0.6245203;17.77582;920.8651;11.01092;30.81606;96.1637;109.2162;-299.7555;80.57363;38.09083;-266.2287;-315.1484;43.70599;96.68806;21.35323;22.36362;47.28051;59.4882;101.748;95.19924;70.15643;91.20943;-64.63155;-73.37676;0.6389875;0.7056422;-819.4164;575.5281;670.5251;210.923;92.90253;97.49499;143.5022
2146.102;68.58855;342.1445;9.906995;0.8096289;95.1829;70.53088;5.693802;98.32512;5.548188;-15.65885;65.84589;29.23045;145.5899;4.010534;99.00432;0.5215948;15.53574;98.08453;0.6177711;10.36645;369.6024;10.88949;29.27619;96.41726;109.4441;-296.1521;80.39757;37.58203;-267.0655;-315.7982;42.95026;96.64465;20.38228;18.9912;46.23335;57.87431;100.701;95.1829;74.13808;89.49928;-64.83885;-72.68743;0.6292046;0.6971489;-821.4968;576.1835;670.3198;210.8246;92.24976;97.26915;143.1756
2143.463;68.64672;257.3548;9.830679;0.8327436;95.39429;70.65331;5.792712;98.34963;5.636348;-11.88509;65.72591;29.56043;147.1943;4.011959;98.96603;0.5402394;15.35997;98.01945;0.6326939;15.44315;1242.917;11.07792;31.39035;96.77234;109.087;-302.5283;78.44747;37.86535;-265.3562;-314.7856;44.23922;96.9895;19.94676;19.60295;47.8261;57.91248;101.0094;95.39429;64.59758;90.2277;-66.15006;-73.61724;0.6451115;0.7154977;-818.542;574.535;669.7603;211.3369;92.83288;97.44041;143.6423
2143.147;68.51638;404.8317;9.95167;0.8201925;95.38054;70.60859;5.743308;98.35326;5.594551;-12.10326;65.82713;29.41589;146.4967;4.015285;99.02295;0.5290512;15.43254;98.07653;0.6243157;16.77457;432.5616;11.00091;30.65722;96.18584;109.3515;-298.16;80.56977;38.51794;-267.5219;-316.1548;43.57859;96.87002;21.42123;21.4476;47.47499;59.72676;101.8796;95.38054;68.12777;90.82298;-64.67348;-72.82295;0.6354004;0.7046791;-819.8909;575.1644;670.0099;211.0633;93.49619;98.01254;143.8106
2142.087;68.48328;345.9547;9.961012;0.7945205;95.34618;70.64285;5.705929;98.41422;5.562766;-13.0504;65.78041;29.24477;145.6082;4.003956;99.03504;0.5133188;15.53871;98.08334;0.6060923;10.56054;373.2911;10.93098;29.16151;96.54832;110.0732;-290.4602;79.60711;39.52743;-269.7383;-317.8453;42.64561;96.94007;21.69234;20.10181;48.1815;59.60586;101.6282;95.34618;73.18196;90.10819;-64.80054;-71.93657;0.6122535;0.6837548;-824.0093;575.0162;668.9897;210.0422;93.33189;98.1699;143.4937
2137.768;68.8985;412.1317;10.21523;0.820174;95.23555;70.65488;5.741557;98.43048;5.589488;-11.37438;66.52406;29.18794;146.3192;3.988866;98.84442;0.532205;15.46932;98.00822;0.6241875;10.41186;436.5425;11.00107;30.97768;96.35586;109.9308;-295.4832;78.47611;38.70122;-268.7881;-316.7438;43.60768;96.55311;20.51056;19.33056;47.76529;58.24129;101.7295;95.23555;71.36284;89.91574;-64.72784;-72.47472;0.630074;0.7040838;-820.2807;573.902;669.0796;212.3519;93.70562;98.69159;144.5719
2134.533;67.78749;389.785;5.664983;0.8000886;95.27136;70.76968;5.729615;98.21219;5.581515;-8.289595;65.37634;29.52426;148.8271;4.001865;97.81982;0.5195606;15.37524;97.96593;0.6095024;10.56308;385.5856;10.99599;30.02334;96.26389;111.5524;-285.489;73.74758;41.96262;-269.6386;-318.2399;42.98117;96.56668;23.12098;23.6095;51.7551;60.67471;102.5975;95.27136;72.31094;90.75005;-65.60978;-71.24501;0.6114886;0.6876991;-823.709;574.9978;668.2631;210.22;95.43026;99.5785;144.233
2133.193;68.09277;378.7975;5.565288;0.8235604;95.31507;70.92657;5.762733;98.38544;5.610529;-6.950165;65.55866;29.38754;141.7665;4.007423;97.85152;0.5373765;15.27581;97.9504;0.6253953;10.48684;377.5594;11.0594;31.42975;95.721;115.2377;-292.2982;78.34766;42.34229;-271.4562;-318.5647;43.73206;96.90762;23.61538;21.97055;51.55241;61.64073;103.9225;95.31507;86.62988;91.20462;-66.64075;-71.71126;0.6276761;0.7066378;-822.0022;574.4487;667.9471;211.4939;95.80512;100.6303;145.5923
2125.43;67.72541;367.4552;5.732545;0.850102;95.35741;70.90416;5.729732;98.31086;5.572542;-6.349307;65.33423;29.43637;152.301;4.003948;97.8576;0.5571771;15.24988;97.96556;0.6448089;10.42944;371.6509;10.9917;31.833;96.27595;114.755;-296.5641;76.20879;43.63995;-268.8632;-316.9579;44.49977;96.86402;24.04517;23.64379;53.61235;62.68309;105.0277;95.35741;91.3986;92.59914;-66.85398;-71.86654;0.6449496;0.7299024;-818.3569;572.5627;667.1817;214.9969;98.01228;102.2629;147.6954
2122.633;68.07922;385.8541;5.641091;0.8201815;95.35973;70.9577;5.720627;98.43396;5.571313;-5.498569;65.63892;29.36596;138.3206;4.001168;97.89077;0.5390889;15.22291;97.92535;0.6231035;10.21192;385.5937;10.99548;31.36054;95.88962;113.9927;-291.4142;75.98765;40.51111;-271.8297;-318.7984;43.4689;97.03551;21.71863;20.62829;50.3772;60.20862;102.7507;95.35973;75.63802;89.94871;-64.95642;-71.27522;0.6229768;0.7037506;-820.7094;573.7513;667.5779;211.6814;94.84093;99.68436;144.8884
2107.202;68.81465;408.5509;10.2017;0.7976971;95.0918;70.63009;5.583777;98.42587;5.436651;-11.23928;66.42445;28.83019;146.3253;3.985844;98.83938;0.5156246;15.26145;98.01917;0.6070039;10.51307;439.7661;10.71125;30.14186;96.40888;108.9711;-290.4332;77.54546;37.95804;-270.0562;-318.04;42.86312;96.62971;20.08862;18.82808;47.43592;58.00979;101.2756;95.0918;71.51199;89.40263;-63.90234;-71.9408;0.6127844;0.6839389;-822.8824;571.6024;665.4084;211.161;93.02833;97.97246;143.8587
2100.274;67.83204;372.1979;5.688241;0.8126912;95.1294;70.81817;5.56668;98.26041;5.418845;-8.570292;65.47039;29.0394;150.24;4.007051;97.82761;0.5293927;15.07233;97.93044;0.6176095;10.61948;370.5537;10.69063;30.21828;96.23937;112.3144;-287.9799;71.99249;42.38327;-269.9579;-318.3916;43.29536;96.4697;22.76711;23.21;52.30444;61.23911;103.268;95.1294;84.64066;91.07623;-66.20541;-71.22888;0.6180282;0.6979919;-822.6872;570.9168;664.0824;212.601;96.11859;100.4239;145.823
2073.989;68.74365;472.9709;9.507479;0.7593457;94.88129;70.42438;5.304862;98.25308;5.172522;-15.42185;66.21748;28.2392;145.5296;4.000394;98.93507;0.4849823;15.12991;98.01256;0.5801067;10.45201;489.933;10.1887;27.71554;95.95222;106.8168;-283.2811;75.31562;35.06069;-269.433;-316.6151;41.11135;95.85023;18.27505;19.03915;44.30102;55.09455;99.47317;94.88129;52.57626;88.19975;-62.67266;-71.79682;0.5927445;0.6530716;-826.5356;569.5168;662.3812;210.1832;89.88236;94.95676;141.4444
2067.081;68.62054;472.787;9.726006;0.7649527;94.81519;70.65179;5.316122;98.4316;5.180675;-13.37411;66.21447;28.22639;146.5928;3.995703;98.88363;0.4938423;15.07505;97.99149;0.5839071;10.57456;492.0663;10.21583;27.98144;96.24676;107.8576;-281.7275;75.02061;36.6778;-270.9513;-318.4364;41.43258;95.97853;18.5048;17.21257;45.61385;56.38025;100.2446;94.81519;52.20293;87.99998;-63.99501;-71.09235;0.5898131;0.6562137;-825.9528;568.7259;660.739;210.613;91.61369;96.47494;142.6654
2056.694;68.15547;383.8446;5.733556;0.7672201;95.08117;71.05348;5.365345;98.48704;5.218297;-8.376101;65.78434;28.32824;149.1737;3.99064;97.81279;0.5031869;14.79589;98.00582;0.5838062;10.34927;381.7231;10.31412;28.83277;96.30418;113.6967;-276.5729;72.56252;42.69724;-275.3746;-322.3815;41.9767;96.51706;23.16286;22.74337;51.69746;61.31669;103.41;95.08117;70.02659;90.53878;-66.4362;-69.68613;0.5778708;0.6576825;-827.4182;566.4919;657.5728;210.3024;95.73188;100.0515;145.0556
2050.198;68.64057;263.9865;10.03949;0.7266733;95.68557;70.74362;5.338432;98.49267;5.197084;-9.25415;66.01273;28.40488;144.131;3.993395;99.12495;0.4679441;14.78545;98.10843;0.5533654;15.49541;1121.663;10.27417;28.43256;96.80196;107.4449;-274.5025;76.77946;41.84182;-274.6382;-322.591;41.4816;97.29976;23.78062;24.07831;50.24517;60.8057;101.6112;95.68557;59.77333;90.33453;-64.05509;-70.41599;0.5544971;0.6234499;-831.0353;567.9844;657.2806;203.5855;93.15239;97.01862;140.6675
2048.069;68.28114;377.1612;5.384314;0.7256673;95.00652;70.86585;5.309626;98.29737;5.168283;-8.3748;65.71204;28.36636;145.1556;4.002268;97.84505;0.4687677;14.73564;98.02585;0.5529863;10.46846;366.5704;10.21838;28.10583;95.71308;111.9093;-268.3118;73.67983;42.77948;-276.3586;-323.0064;41.04123;96.67264;24.20901;23.72633;51.29002;61.46097;102.2151;95.00652;86.10572;89.92771;-65.17023;-70.14937;0.5523363;0.621832;-833.1533;568.4445;657.041;204.778;93.77812;98.09644;141.7265
2045.908;68.70357;432.2275;9.528287;0.7503162;95.17951;70.52843;5.196801;98.33189;5.069459;-12.70884;66.13791;28.02416;146.1669;3.999341;99.0125;0.4783919;14.92399;98.03773;0.5729842;10.46854;457.8924;10.00793;27.58563;95.89177;107.6969;-279.7112;74.85468;37.36961;-271.2373;-318.4277;40.93564;96.17526;20.17555;20.18084;45.68832;56.4115;100.4874;95.17951;56.48846;89.04796;-62.35994;-71.23182;0.5826623;0.6452463;-827.6955;567.2595;658.801;209.9184;90.97845;95.67902;141.9525
2043.201;68.16469;355.7751;5.441115;0.7466462;95.11748;70.85079;5.302575;98.3033;5.159955;-7.771653;65.57249;28.34425;145.9697;3.998984;97.83097;0.4821464;14.6727;97.93855;0.5683957;10.47399;347.3504;10.2076;28.87433;95.68834;112.5829;-273.0533;76.16473;42.56701;-275.728;-322.1073;41.67248;96.7449;24.13858;22.49902;51.25413;61.30132;102.5389;95.11748;86.63148;89.99905;-65.65289;-70.40133;0.5697276;0.6396202;-831.5939;568.188;656.7729;206.5268;94.01513;98.52821;142.5151
2031.251;68.72284;256.0099;9.938704;0.7300202;95.34074;70.56581;5.206225;98.36437;5.06322;-13.68769;66.07707;27.91109;143.2081;3.998092;99.01191;0.4648106;14.61072;98.06678;0.5569405;16.89049;1201.568;10.00216;27.52429;96.42625;105.8053;-274.5247;78.28339;37.58356;-273.8398;-321.0334;41.35579;96.73724;20.38322;20.1339;45.71489;57.57377;99.5451;95.34074;62.64949;88.42663;-63.39825;-70.82851;0.5638521;0.6282012;-831.3499;565.0979;655.3196;205.7758;91.42061;95.40755;140.6138
2026.347;68.19106;356.0602;5.338369;0.7000615;94.97018;70.88052;5.189799;98.29869;5.051941;-8.123925;65.57462;28.12623;144.4466;4.005292;97.84104;0.4498218;14.59254;98.08234;0.5338684;10.45782;343.2486;9.999235;27.01685;95.74239;110.9965;-261.9948;72.36212;42.67924;-277.4061;-323.9992;40.18011;96.68773;23.9535;23.49589;51.1179;61.11861;101.8677;94.97018;84.13148;89.59846;-64.57372;-69.73205;0.5316395;0.5994245;-834.913;566.1927;654.1591;203.6089;93.34325;97.49295;141.0175
2010.948;68.73663;359.1708;9.976155;0.6807822;95.59487;70.70729;5.08743;98.4696;4.960288;-10.42922;66.20971;27.66476;142.1063;3.991826;99.03607;0.434031;14.62046;98.05329;0.5210884;10.56599;381.9989;9.811803;25.94376;96.47842;106.7;-261.3938;76.67247;40.29576;-278.1241;-324.483;39.49147;97.22766;22.53767;20.21212;47.99836;59.17475;100.4062;95.59487;70.99843;88.4211;-62.43655;-69.25784;0.5199781;0.5858899;-837.1682;563.073;652.2239;203.0526;91.78972;95.7078;139.6331
2010.17;68.7613;256.762;9.872911;0.7132345;95.21268;70.52554;5.107086;98.30888;4.967588;-13.91023;66.01892;27.71646;143.024;3.997052;99.00587;0.4521143;14.46035;98.07105;0.5443813;16.84249;1155.625;9.817025;27.29122;96.51358;105.3824;-271.0287;77.67409;38.18448;-274.3583;-321.5146;40.98089;96.74829;20.9036;19.97057;46.55001;57.69835;99.4186;95.21268;67.59645;88.52178;-63.23243;-70.89413;0.5514243;0.6130996;-833.2618;563.7247;652.8766;204.4326;91.1241;94.86008;139.7607
2005.532;68.20223;380.138;5.682517;0.6875592;94.97952;70.96821;5.076979;98.42127;4.942249;-8.773726;65.87791;27.71809;144.9278;3.99467;97.79154;0.4468639;14.48915;98.00513;0.5244715;10.518;369.0715;9.791614;25.92811;96.13395;111.1924;-256.9892;74.67518;42.85065;-279.5085;-325.6472;39.68755;96.58087;24.61901;23.8667;50.63739;61.07574;102.1068;94.97952;75.29111;89.4118;-64.11211;-68.50861;0.5195217;0.5889614;-837.1661;564.3321;651.4927;203.7704;93.59368;97.80985;141.1289
1998.044;68.77155;245.185;9.838741;0.7146439;95.31052;70.57683;5.069501;98.33121;4.932037;-12.67291;66.00391;27.68544;143.4709;4.0043;98.99754;0.4540831;14.33053;98.03288;0.544866;16.79984;1234.765;9.751116;27.50843;96.71776;105.6746;-271.1431;77.68006;38.07016;-274.5045;-321.4969;41.04145;96.90092;20.85693;19.73843;46.50022;57.59764;99.73357;95.31052;65.85112;88.604;-63.24423;-70.92929;0.5514602;0.6135198;-833.5392;562.713;651.7389;204.8457;91.35164;95.19745;140.3663
1984.534;68.16519;351.1013;5.384716;0.6772647;94.98383;70.90281;4.981547;98.32625;4.853418;-7.964261;65.61777;27.67616;143.8924;3.990354;97.8439;0.4356194;14.3224;98.01768;0.5170302;10.48241;339.3068;9.617741;25.98711;95.72508;110.5474;-255.5243;72.13226;42.98868;-279.6049;-325.7191;39.43722;96.68842;24.25155;23.66417;51.24641;61.29913;101.9252;94.98383;82.9645;89.38494;-64.19637;-68.88068;0.5123249;0.5810962;-837.5983;562.6447;649.0899;202.5249;93.36507;97.28955;140.466
1978.256;68.25082;383.9922;5.523873;0.6701632;94.87875;70.91377;4.924965;98.35771;4.797636;-10.27465;65.82272;27.51986;144.4974;3.996753;97.77749;0.4320198;14.28648;98.01003;0.5119956;10.62348;370.8993;9.503613;25.49537;95.87923;110.4531;-253.6989;71.53773;42.71238;-280.176;-326.04;39.15641;96.46402;24.12147;23.25114;50.4853;60.69533;101.5972;94.87875;78.48635;88.86181;-64.42358;-68.78606;0.5074882;0.5735261;-839.6367;562.0529;648.1334;202.9814;92.97238;97.23328;140.5605
1977.031;68.19244;352.5026;5.466286;0.6701749;94.87848;70.88206;4.921059;98.32474;4.795014;-9.95318;65.69841;27.40403;144.2594;3.99516;97.80688;0.4296784;14.27563;97.99783;0.5118679;10.41461;340.687;9.500382;25.27147;95.76997;110.5559;-253.6189;73.40042;42.65502;-280.2044;-325.9557;39.18575;96.46085;24.43384;23.90099;50.38503;61.09899;102.0049;94.87848;82.8196;89.31921;-64.11311;-68.80238;0.5079024;0.5749753;-839.795;562.1282;648.2133;202.7271;93.21183;97.3923;140.624
1973.89;68.22311;370.77;5.720784;0.6724252;95.09186;71.01438;4.939093;98.45263;4.807625;-8.402257;65.9286;27.41206;144.9928;3.98713;97.79947;0.4347517;14.24277;98.01006;0.5134007;10.34439;361.3033;9.537728;25.54959;96.27467;110.2635;-252.7853;72.82407;42.04847;-281.0396;-326.6429;39.24564;96.58575;23.48087;22.12008;49.7585;59.75573;101.5101;95.09186;73.04214;88.52675;-64.13794;-68.05803;0.5052614;0.5756159;-838.7809;560.1978;647.1981;203.8302;93.18359;97.34921;140.9064
1971.471;68.8746;325.4563;9.966478;0.6461663;95.52306;70.69131;4.888418;98.4185;4.764278;-11.17966;66.39922;27.3306;141.0578;3.988871;99.0294;0.408531;14.34733;98.05029;0.4949604;10.54829;339.3807;9.438024;24.47862;96.46205;105.5099;-252.7211;75.70203;40.33937;-280.3053;-326.2411;38.45308;97.13474;22.56023;20.35243;47.48441;58.77433;99.86826;95.52306;68.32015;87.84144;-61.52536;-68.44057;0.4930835;0.5553302;-840.9062;559.7174;647.02;200.7711;91.07391;94.88878;138.5038
1944.042;68.73576;247.8441;9.911775;0.6617582;95.13222;70.55723;4.797123;98.35905;4.663934;-13.78649;66.08181;27.01734;141.3905;3.994399;99.00858;0.4172224;13.98809;98.06395;0.506306;16.83867;1207.62;9.242208;25.25122;96.6185;104.0862;-257.7885;76.5554;38.47497;-278.7301;-325.0063;39.51466;96.6713;21.45306;21.43865;45.96319;58.25529;99.44934;95.13222;66.35464;88.05206;-61.70712;-69.23579;0.508799;0.5693261;-839.2973;557.9197;644.5317;201.3916;90.42651;93.93913;138.3448
1921.048;68.9527;328.4229;9.958347;0.6201627;95.53967;70.65926;4.653776;98.40217;4.534199;-10.90143;66.53107;26.80279;140.5967;3.984337;99.0166;0.3895762;13.97164;98.07597;0.4749774;10.53215;347.6366;9.004105;23.56916;96.39804;105.0337;-246.0119;75.68774;40.44701;-282.1474;-327.1917;37.74855;97.12056;22.99759;21.74594;47.14475;58.97683;99.9799;95.53967;70.96822;88.0041;-60.701;-67.85905;0.47379;0.5322164;-844.0361;555.1661;641.0065;199.5653;90.92519;94.66339;138.0215
